H2SH,H2SL,NH3,PIDmV,PIDppm,T1,RH1,T2,RH2,LAT,LONG,ALT,ACC,t
0.37,-0.23,0.18,26,2.18,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,136.272727272727
0.47,-0.23,0.19,24,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,136.844155844156
0.37,-0.19,0.18,25,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,137.415584415584
0.37,-0.21,0.19,24,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,137.987012987013
0.28,-0.21,0.18,26,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,138.558441558442
0.66,-0.23,0.18,25,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,139.12987012987
0.47,-0.19,0.18,24,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,139.701298701299
0.47,-0.21,0.18,25,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,140.272727272727
0.28,-0.21,0.19,25,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,140.844155844156
0.47,-0.19,0.18,26,2.18,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,141.415584415584
0.37,-0.19,0.18,25,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,141.987012987013
0.47,-0.19,0.18,25,2.09,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,142.558441558442
0.37,-0.21,0.19,25,2.18,32.8,30.83,32.31,37.38,41.3695068359,1.9970128536,146.8648071289,0.0942,143.12987012987
0.47,-0.23,0.19,25,2.18,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,143.12987012987
0.47,-0.21,0.19,26,2.18,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,143.701298701299
0.47,-0.19,0.19,25,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,144.272727272727
0.47,-0.17,0.19,25,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,144.844155844156
0.37,-0.21,0.19,24,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,145.415584415584
0.56,-0.21,0.19,25,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,145.987012987013
0.47,-0.21,0.19,25,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,146.558441558442
0.47,-0.19,0.19,26,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,147.12987012987
0.47,-0.19,0.19,25,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,147.701298701299
0.56,-0.23,0.19,25,2.09,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,148.272727272727
0.47,-0.17,0.19,25,2.18,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,148.844155844156
0.28,-0.23,0.19,24,2,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,149.415584415584
0.37,-0.21,0.19,26,2.18,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,149.987012987013
0.37,-0.23,0.19,25,2.18,32.8,30.99,32.34,37.66,41.3695068359,1.9970175028,147.466796875,0.4173,150.558441558442
0.28,-0.23,0.18,24,2.09,0.28,-0.19,0.18,NaN,41.369556427,1.9969607592,147.0480041504,0.5825,150.558441558442
0.18,-0.21,0.18,24,2,0.28,-0.19,0.18,NaN,41.369556427,1.9969607592,147.0480041504,0.5825,154.891774891775
0.28,-0.25,0.18,25,2.09,0.28,-0.19,0.18,NaN,41.369556427,1.9969607592,147.0480041504,0.5825,159.225108225108
0.28,-0.23,0.18,25,2.09,0.28,-0.19,0.18,NaN,41.369556427,1.9969607592,147.0480041504,0.5825,163.558441558442
0.37,-0.23,0.18,24,2,0.28,-0.19,0.18,NaN,41.369556427,1.9969607592,147.0480041504,0.5825,167.891774891775
