TGS2600,TGS2602,TGS2611,TGS2620,T1,RH1,T2,RH2,T3,RH3,T4,RH4,LAT,LONG,ALT,ACC,t
0.01,31.34,14.36,40.57,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,112.916666666667
0.01,31.09,14.45,40.96,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,114.25
0.01,31.29,14.44,40.74,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,115.583333333333
0.01,31.03,14.36,40.51,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,116.916666666667
0.01,30.99,14.41,40.49,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,118.25
0.01,31.28,14.46,40.96,23.88,52.89,23.84,52.87,23.91,51.62,23.72,52.89,41.3730163574,1.9910598993,88.5528030396,0.1511,119.583333333333
0.01,31.01,14.45,40.65,23.98,52.61,23.98,52.53,24.05,51.24,23.84,52.61,41.3730392456,1.9910545349,84.9873962402,0.1149,119.583333333333
0.01,30.91,14.44,40.8,23.98,52.61,23.98,52.53,24.05,51.24,23.84,52.61,41.3730392456,1.9910545349,84.9873962402,0.1149,123.583333333333
0.01,31.27,14.51,41.07,23.98,52.61,23.98,52.53,24.05,51.24,23.84,52.61,41.3730392456,1.9910545349,84.9873962402,0.1149,127.583333333333
0.01,31.25,14.44,40.62,23.98,52.61,23.98,52.53,24.05,51.24,23.84,52.61,41.3730392456,1.9910545349,84.9873962402,0.1149,131.583333333333
0.01,31.31,14.56,41.16,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,131.583333333333
0.01,31.01,14.48,41.06,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,133.833333333333
0.01,31.29,14.55,41.28,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,136.083333333333
0.01,31.36,14.57,41.28,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,138.333333333333
0.01,31.01,14.5,40.98,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,140.583333333333
0.01,30.91,14.48,41.19,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,142.833333333333
0.01,31.24,14.56,41,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,145.083333333333
0.01,30.93,14.49,41.08,24.03,52.39,24.08,52.23,24.12,50.94,23.97,52.39,41.3730430603,1.9910476208,84.5548019409,0.0872,147.333333333333
0.01,31.29,14.57,41.33,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,147.333333333333
0.01,31.03,14.53,40.97,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,148.583333333333
0.01,31.09,14.55,41.06,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,149.833333333333
0.01,30.91,14.52,41.33,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,151.083333333333
0.01,31.24,14.6,41.44,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,152.333333333333
0.01,31.26,14.6,40.98,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,153.583333333333
0.01,31,14.53,41.01,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,154.833333333333
0.01,31.28,14.59,41.46,24.11,52.35,24.11,52.27,24.19,51,23.97,52.35,41.3730430603,1.9910430908,84.8623962402,0.0746,156.083333333333
0.01,31.04,14.56,41.16,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,156.083333333333
0.01,30.92,14.57,41.2,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,157.083333333333
0.01,31.18,14.63,41.69,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,158.083333333333
0.01,30.89,14.6,41.76,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,159.083333333333
0.01,30.97,14.62,41.55,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,160.083333333333
0.01,31.04,14.65,41.66,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,161.083333333333
0.01,31.22,14.58,41.12,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,162.083333333333
0.01,31.11,14.6,41.21,24.12,52.4,24.17,52.37,24.23,51.14,24.03,52.4,41.3730430603,1.9910430908,85.0877990723,0.0786,163.083333333333
0.01,31.24,14.63,41.68,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,163.083333333333
0.01,31.13,14.65,41.73,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,164.333333333333
0.01,30.86,14.61,41.15,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,165.583333333333
0.01,31.15,14.64,41.59,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,166.833333333333
0.01,31.21,14.65,41.72,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,168.083333333333
0.01,31.08,14.66,41.78,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,169.333333333333
0.01,31.1,14.65,41.55,24.19,52.27,24.17,52.22,24.25,50.96,24.08,52.27,41.3730392456,1.9910416603,85.1464004517,0.074,170.583333333333
